# rx_stall wheel=2 t=40492 SR=0x0014 CR3=0x00C1 NDTR=76 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=41100 SR=0x00D4 CR3=0x0041 NDTR=137 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=45199 SR=0x00D4 CR3=0x0041 NDTR=69 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=48725 SR=0x0014 CR3=0x00C1 NDTR=656 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=48898 SR=0x00D4 CR3=0x0041 NDTR=412 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=50093 SR=0x00D4 CR3=0x0041 NDTR=694 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=50513 SR=0x00D4 CR3=0x0041 NDTR=858 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=51498 SR=0x00D4 CR3=0x0041 NDTR=324 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=55641 SR=0x00D4 CR3=0x0041 NDTR=996 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=56035 SR=0x00D4 CR3=0x0041 NDTR=631 EN=1 RxState=0# rx_stall wheel=3 t=50545 SR=0x00D4 CR3=0x0041 NDTR=794 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=51651 SR=0x00D4 CR3=0x0041 NDTR=804 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=52209 SR=0x00D4 CR3=0x0041 NDTR=807 EN=1 RxState=0x22 Err=0x00
Robot Initialize Start
IMU Calibration loaded from flash  GyroBias[dps] X:+0.495 Y:-0.976 Z:-0.551
                      AccelBias[g]  X:-0.0147 Y:-0.0112
Robot Initialize Finish
Rock SPI stall detected (no master clock for 750ms), re-arming
# rx_stall wheel=0 t=1247 SR=0x00D4 CR3=0x0041 NDTR=488 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=1358 SR=0x0014 CR3=0x00C1 NDTR=779 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=2265 SR=0x00D4 CR3=0x0041 NDTR=820 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=2520 SR=0x00D4 CR3=0x0041 NDTR=697 EN=1 RxState=0x22 Err=0x00
t_ms,seg,t0_x100,t1_x100,t2_x100,t3_x100,w0_x100,w1_x100,w2_x100,w3_x100,v0_x100,v1_x100,v2_x100,v3_x100,s,rx
2691,0,-5461,-4714,4714,5461,-5366,-4406,4776,5552,-190,-167,149,170,1111,4
2701,0,-5461,-4714,4714,5461,-5348,-4690,4957,5637,-190,-167,149,170,1111,4
2711,0,-5461,-4714,4714,5461,-5356,-4814,4865,5646,-190,-167,149,170,1111,4
2721,0,-5461,-4714,4714,5461,-5468,-4795,4673,5678,-190,-167,149,170,1111,4
2731,0,-5461,-4714,4714,5461,-5624,-4823,4580,5762,-190,-167,149,170,1111,4
2741,0,-5461,-4714,4714,5461,-5739,-4875,4260,5805,-190,-167,149,170,1111,4
2751,0,-5461,-4714,4714,5461,-5616,-4910,4403,5221,-190,-167,149,170,1111,4
2761,0,-5461,-4714,4714,5461,-5528,-5015,4684,5339,-190,-167,149,170,1111,4
2771,0,-5461,-4714,4714,5461,-5583,-5028,4891,5337,-190,-167,149,170,1111,4
2781,0,-5461,-4714,4714,5461,-5309,-4783,4783,5326,-190,-167,149,170,1111,4
2791,0,-5461,-4714,4714,5461,-5339,-4723,4850,5349,-190,-167,149,170,1111,4
2801,0,-5461,-4714,4714,5461,-5265,-4720,4790,5431,-190,-167,149,170,1111,4
2811,0,-5461,-4714,4714,5461,-5277,-4607,4669,5585,-190,-167,149,170,1111,4
2821,0,-5461,-4714,4714,5461,-5335,-4443,4811,5553,-190,-167,149,170,1111,4
2831,0,-5461,-4714,4714,5461,-5440,-4717,4859,5658,-190,-167,149,170,1111,4
2841,0,-5461,-4714,4714,5461,-5474,-4508,4895,5714,-190,-167,149,170,1111,4
2851,0,-5461,-4714,4714,5461,-5637,-4680,4957,5719,-190,-167,149,170,1111,4
2861,0,-5461,-4714,4714,5461,-5631,-4731,4668,5510,-190,-167,149,170,1111,4
2871,0,-5461,-4714,4714,5461,-5599,-4853,4186,5305,-190,-167,149,170,1111,4
2881,0,-5461,-4714,4714,5461,-5776,-4855,4253,5294,-190,-167,149,170,1111,4
2891,0,-5461,-4714,4714,5461,-5392,-4934,4555,5284,-190,-167,149,170,1111,4
2901,0,-5461,-4714,4714,5461,-5403,-5034,4702,5390,-190,-167,149,170,1111,4
2911,0,-5461,-4714,4714,5461,-5194,-4871,4760,5359,-190,-167,149,170,1111,4
2921,0,-5461,-4714,4714,5461,-5175,-4670,4845,5540,-190,-167,149,170,1111,4
2931,0,-5461,-4714,4714,5461,-5240,-4544,4755,5646,-190,-167,149,170,1111,4
2941,0,-5461,-4714,4714,5461,-5342,-4601,4761,5642,-190,-167,149,170,1111,4
2951,0,-5461,-4714,4714,5461,-5432,-4600,4720,5717,-190,-167,149,170,1111,4
2961,0,-5461,-4714,4714,5461,-5502,-4586,4935,5802,-190,-167,149,170,1111,4
2971,0,-5461,-4714,4714,5461,-5796,-4701,4927,5883,-190,-167,149,170,1111,4
2981,0,-5461,-4714,4714,5461,-5507,-4657,4786,5137,-190,-167,149,170,1111,4
2991,0,-5461,-4714,4714,5461,-5527,-4768,4759,5428,-190,-167,149,170,1111,4
3001,1,-5458,-4712,4712,5458,-5474,-4778,4412,5317,-190,-166,149,170,1111,4
3011,1,-5401,-4662,4662,5401,-5443,-4949,4256,5317,-187,-165,147,168,1111,4
3021,1,-5285,-4562,4562,5285,-5365,-4937,4399,5344,-183,-161,145,165,1111,4
3031,1,-5088,-4392,4392,5088,-5061,-5119,4709,5560,-176,-155,139,158,1111,4
3041,1,-4817,-4158,4158,4817,-5259,-4919,4731,5376,-166,-146,133,150,1111,4
3051,1,-4508,-3892,3892,4508,-5164,-4540,4675,5351,-155,-137,125,141,1111,4
3061,1,-4097,-3537,3537,4097,-5041,-4399,4640,5230,-140,-124,114,128,1111,4
3071,1,-3614,-3119,3119,3614,-4900,-4093,4124,5069,-123,-109,102,113,1111,4
3081,1,-3153,-2722,2722,3153,-4656,-3748,3928,4728,-107,-95,89,99,1111,4
3091,1,-2649,-2287,2287,2649,-4349,-3536,3627,4601,-90,-79,75,84,1111,4
3101,1,-2148,-1854,1854,2148,-4150,-3191,3386,3548,-72,-64,61,69,1111,4
3111,1,-1696,-1464,1464,1696,-3732,-2942,3053,3035,-57,-50,49,55,1111,4
3121,1,-1223,-1055,1055,1223,-2883,-2489,2460,2676,-41,-36,35,40,1111,4
3131,1,-821,-708,708,821,-2421,-2101,2170,2362,-27,-24,23,27,1111,4
3141,1,-494,-426,426,494,-1841,-1659,1629,1867,-16,-14,14,16,1111,4
3151,1,-236,-204,204,236,-1471,-1270,1229,1353,-7,-7,6,7,1111,4
3161,1,-50,-43,43,50,-1005,-876,868,987,-1,-1,1,1,1111,4
3171,1,0,0,0,0,-662,-604,518,653,0,0,0,0,1111,4
3181,1,0,0,0,0,-339,-291,210,388,0,0,0,0,1111,4
3191,1,0,0,0,0,-137,-48,89,230,0,0,0,0,1111,4
3201,1,0,0,0,0,-53,63,-14,150,0,0,0,0,1111,4
3211,1,0,0,0,0,-83,151,-14,77,0,0,0,0,1111,4
# rx_stall wheel=2 t=8542 SR=0x0014 CR3=0x00C1 NDTR=984 EN=1 RxState=0x22 Err=0x00
3223,1,0,0,0,0,-93,208,-14,39,0,0,0,0,1111,5
3233,1,0,0,0,0,-90,110,-14,-12,0,0,0,0,1111,5
3243,1,0,0,0,0,-122,-24,8,9,0,0,0,0,1111,5
3253,1,0,0,0,0,19,-33,-71,-9,0,0,0,0,1111,5
3263,1,0,0,0,0,-24,2,-74,-7,0,0,0,0,1111,5
3273,1,0,0,0,0,-8,3,-39,4,0,0,0,0,1111,5
3283,1,0,0,0,0,4,3,-95,8,0,0,0,0,1111,5
3293,1,0,0,0,0,0,-12,-91,32,0,0,0,0,1111,5
3303,1,0,0,0,0,2,-21,-131,-8,0,0,0,0,1111,5
3313,1,0,0,0,0,-21,-4,-66,11,0,0,0,0,1111,5
3323,1,0,0,0,0,19,-3,-42,19,0,0,0,0,1111,5
3333,1,0,0,0,0,-51,-2,-14,-7,0,0,0,0,1111,5
3343,1,0,0,0,0,11,41,3,-11,0,0,0,0,1111,5
3353,1,0,0,0,0,22,19,-57,-4,0,0,0,0,1111,5
3363,1,0,0,0,0,-6,-11,42,-31,0,0,0,0,1111,5
3373,1,0,0,0,0,-25,-28,22,2,0,0,0,0,1111,5
3383,1,0,0,0,0,-6,-13,24,9,0,0,0,0,1111,5
3393,1,0,0,0,0,24,24,8,7,0,0,0,0,1111,5
3403,1,0,0,0,0,58,25,1,17,0,0,0,0,1111,5
3413,1,0,0,0,0,-58,17,-1,1,0,0,0,0,1111,5
3423,1,0,0,0,0,16,-35,21,9,0,0,0,0,1111,5
3433,1,0,0,0,0,0,-32,9,-7,0,0,0,0,1111,5
3443,1,0,0,0,0,-17,8,-39,4,0,0,0,0,1111,5
3453,1,0,0,0,0,25,-9,2,26,0,0,0,0,1111,5
3463,1,0,0,0,0,16,14,-14,0,0,0,0,0,1111,5
3473,1,0,0,0,0,-26,32,62,16,0,0,0,0,1111,5
3483,1,0,0,0,0,-13,2,-14,-8,0,0,0,0,1111,5
3493,1,0,0,0,0,14,16,-34,-7,0,0,0,0,1111,5
3503,1,0,0,0,0,-14,-19,34,-8,0,0,0,0,1111,5
3513,1,0,0,0,0,-14,-22,0,7,0,0,0,0,1111,5
3523,1,0,0,0,0,51,-16,16,-4,0,0,0,0,1111,5
3533,1,0,0,0,0,9,47,17,-4,0,0,0,0,1111,5
3543,1,0,0,0,0,-7,-19,-7,-7,0,0,0,0,1111,5
3553,1,0,0,0,0,25,-1,-3,3,0,0,0,0,1111,5
3563,1,0,0,0,0,13,19,-9,8,0,0,0,0,1111,5
3573,1,0,0,0,0,12,18,-21,0,0,0,0,0,1111,5
3583,1,0,0,0,0,-16,-26,25,12,0,0,0,0,1111,5
3593,1,0,0,0,0,-11,-19,-19,0,0,0,0,0,1111,5
3603,1,0,0,0,0,-11,-9,-6,-18,0,0,0,0,1111,5
3613,1,0,0,0,0,35,53,22,-25,0,0,0,0,1111,5
3623,1,0,0,0,0,2,-22,17,-34,0,0,0,0,1111,5
3633,1,0,0,0,0,-25,-14,13,26,0,0,0,0,1111,5
3643,1,0,0,0,0,-19,-14,-28,4,0,0,0,0,1111,5
3653,1,0,0,0,0,29,4,0,26,0,0,0,0,1111,5
3663,1,0,0,0,0,-9,19,-14,8,0,0,0,0,1111,5
3673,1,0,0,0,0,31,13,26,-18,0,0,0,0,1111,5
3683,1,0,0,0,0,1,-36,-9,-11,0,0,0,0,1111,5
3693,1,0,0,0,0,12,-3,-13,-2,0,0,0,0,1111,5
3703,1,0,0,0,0,-63,7,14,21,0,0,0,0,1111,5
3713,1,0,0,0,0,8,26,-4,0,0,0,0,0,1111,5
3723,1,0,0,0,0,39,-47,-52,19,0,0,0,0,1111,5
3733,1,0,0,0,0,1,39,-53,-1,0,0,0,0,1111,5
3743,1,0,0,0,0,25,16,-96,-22,0,0,0,0,1111,5
3753,1,0,0,0,0,33,-81,68,9,0,0,0,0,1111,5
3763,1,0,0,0,0,-36,14,29,-7,0,0,0,0,1111,5
3773,1,0,0,0,0,-55,12,28,-17,0,0,0,0,1111,5
3783,1,0,0,0,0,19,26,21,-2,0,0,0,0,1111,5
3793,1,0,0,0,0,-26,55,-32,-3,0,0,0,0,1111,5
3803,1,0,0,0,0,3,-8,16,7,0,0,0,0,1111,5
3813,1,0,0,0,0,31,26,-31,25,0,0,0,0,1111,5
3823,1,0,0,0,0,-3,-55,17,11,0,0,0,0,1111,5
3833,1,0,0,0,0,-29,19,-1,-11,0,0,0,0,1111,5
3843,1,0,0,0,0,31,25,-19,-7,0,0,0,0,1111,5
3853,1,0,0,0,0,-36,14,3,22,0,0,0,0,1111,5
3863,1,0,0,0,0,-39,-26,12,-13,0,0,0,0,1111,5
3873,1,0,0,0,0,12,9,-1,1,0,0,0,0,1111,5
3883,1,0,0,0,0,-32,8,17,-1,0,0,0,0,1111,5
3893,1,0,0,0,0,6,-25,-4,-26,0,0,0,0,1111,5
3903,1,0,0,0,0,-16,4,-1,14,0,0,0,0,1111,5
3913,1,0,0,0,0,39,-9,2,4,0,0,0,0,1111,5
3923,1,0,0,0,0,39,0,21,-3,0,0,0,0,1111,5
3933,1,0,0,0,0,-25,-31,35,-28,0,0,0,0,1111,5
3943,1,0,0,0,0,-8,53,4,3,0,0,0,0,1111,5
3953,1,0,0,0,0,-9,-9,-16,-4,0,0,0,0,1111,5
3963,1,0,0,0,0,6,-28,-59,-12,0,0,0,0,1111,5
3973,1,0,0,0,0,26,36,-14,2,0,0,0,0,1111,5
3983,1,0,0,0,0,-9,4,32,21,0,0,0,0,1111,5
3993,1,0,0,0,0,-32,-1,13,-22,0,0,0,0,1111,5
4003,2,6,5,-5,-6,24,-39,8,-6,0,0,0,0,1111,5
4013,2,73,63,-63,-73,3,56,13,25,2,2,-2,-2,1111,5
4023,2,212,183,-183,-212,51,13,0,31,6,6,-6,-6,1111,5
4033,2,428,369,-369,-428,4,0,-7,-29,13,12,-13,-13,1111,5
4043,2,692,597,-597,-692,34,22,-88,-75,22,19,-21,-22,1111,5
4053,2,1024,884,-884,-1024,183,57,-85,-103,33,29,-31,-33,1111,5
4063,2,1428,1233,-1233,-1428,239,177,-204,-278,46,40,-43,-46,1111,5
4073,2,1905,1644,-1644,-1905,500,301,-336,-550,61,54,-58,-61,1111,5
4083,2,2399,2071,-2071,-2399,847,727,-708,-863,76,67,-73,-76,1111,5
4093,2,2893,2497,-2497,-2893,1328,1104,-993,-1249,92,81,-88,-92,1111,5
4103,2,3392,2928,-2928,-3392,1724,1524,-1446,-1741,107,95,-104,-108,1111,5
4113,2,3895,3362,-3362,-3895,1977,1931,-1845,-2245,122,108,-120,-124,1111,5
4123,2,4315,3724,-3724,-4315,2358,2595,-2304,-2612,134,119,-133,-137,1111,5
4133,2,4710,4066,-4066,-4710,2967,2741,-2671,-2801,146,129,-146,-150,1111,5
4143,2,5004,4319,-4319,-5004,3550,3143,-3078,-3411,155,137,-155,-159,1111,5
4153,2,5259,4540,-4540,-5259,4073,3516,-3471,-3671,162,143,-164,-168,1111,5
4163,2,5441,4697,-4697,-5441,4435,3905,-3832,-4080,167,148,-170,-173,1111,5
4173,2,5461,4714,-4714,-5461,4784,4030,-4101,-4442,168,148,-171,-174,1111,5
4183,2,5461,4714,-4714,-5461,5027,3989,-4357,-4669,168,148,-171,-174,1111,5
4193,2,5461,4714,-4714,-5461,5286,4165,-4645,-4900,168,148,-171,-174,1111,5
4203,2,5461,4714,-4714,-5461,5486,4423,-4775,-5208,168,148,-171,-174,1111,5
4213,2,5461,4714,-4714,-5461,5580,4633,-4934,-5419,168,148,-171,-174,1111,5
4223,2,5461,4714,-4714,-5461,5441,4578,-4668,-5467,168,148,-171,-174,1111,5
4233,2,5461,4714,-4714,-5461,5414,4828,-4689,-5569,168,148,-171,-174,1111,5
4243,2,5461,4714,-4714,-5461,5346,4730,-4587,-5677,168,148,-171,-174,1111,5
4253,2,5461,4714,-4714,-5461,5102,4702,-4449,-5575,168,148,-171,-174,1111,5
4263,2,5461,4714,-4714,-5461,5382,4736,-4452,-5331,168,148,-171,-174,1111,5
4273,2,5461,4714,-4714,-5461,5416,4732,-4480,-5350,168,148,-171,-174,1111,5
4283,2,5461,4714,-4714,-5461,5512,4860,-4562,-5321,168,148,-171,-174,1111,5
4293,2,5461,4714,-4714,-5461,5464,4862,-4598,-5241,168,148,-171,-174,1111,5
4303,2,5461,4714,-4714,-5461,5357,4802,-4650,-5219,168,148,-171,-174,1111,5
4313,2,5461,4714,-4714,-5461,5502,4637,-4771,-5317,168,148,-171,-174,1111,5
4323,2,5461,4714,-4714,-5461,5526,4132,-4761,-5391,168,148,-171,-174,1111,5
4333,2,5461,4714,-4714,-5461,5503,4270,-4892,-5492,168,148,-171,-174,1111,5
4343,2,5461,4714,-4714,-5461,5490,4633,-5010,-5646,168,148,-171,-174,1111,5
4353,2,5461,4714,-4714,-5461,5533,4740,-5081,-5682,168,148,-171,-174,1111,5
4363,2,5461,4714,-4714,-5461,5152,4762,-4827,-5787,168,148,-171,-174,1111,5
4373,2,5461,4714,-4714,-5461,5257,4690,-4587,-5215,168,148,-171,-174,1111,5
4383,2,5461,4714,-4714,-5461,5462,4792,-4476,-5467,168,148,-171,-174,1111,5
4393,2,5461,4714,-4714,-5461,5576,4712,-4433,-5428,168,148,-171,-174,1111,5
4403,2,5461,4714,-4714,-5461,5411,4816,-4482,-5351,168,148,-171,-174,1111,5
4413,2,5461,4714,-4714,-5461,5474,4852,-4602,-5246,168,148,-171,-174,1111,5
4423,2,5461,4714,-4714,-5461,5465,4884,-4565,-5289,168,148,-171,-174,1111,5
4433,2,5461,4714,-4714,-5461,5652,4735,-4709,-5362,168,148,-171,-174,1111,5
4443,2,5461,4714,-4714,-5461,5576,4545,-4736,-5381,168,148,-171,-174,1111,5
4453,2,5461,4714,-4714,-5461,5509,4399,-4733,-5487,168,148,-171,-174,1111,5
4463,2,5461,4714,-4714,-5461,5593,4400,-4758,-5656,168,148,-171,-174,1111,5
4473,2,5461,4714,-4714,-5461,5342,4603,-4990,-5707,168,148,-171,-174,1111,5
4483,2,5461,4714,-4714,-5461,5065,4707,-5037,-5755,168,148,-171,-174,1111,5
4493,2,5461,4714,-4714,-5461,5333,4799,-4659,-5351,168,148,-171,-174,1111,5
4503,2,5461,4714,-4714,-5461,5398,4678,-4582,-5356,168,148,-171,-174,1111,5
4513,2,5461,4714,-4714,-5461,5512,4687,-4614,-5324,168,148,-171,-174,1111,5
4523,2,5461,4714,-4714,-5461,5549,4717,-4394,-5293,168,148,-171,-174,1111,5
4533,2,5461,4714,-4714,-5461,5668,4828,-4453,-5212,168,148,-171,-174,1111,5
4543,2,5461,4714,-4714,-5461,5478,4878,-4490,-5242,168,148,-171,-174,1111,5
4553,2,5461,4714,-4714,-5461,5539,4844,-4557,-5393,168,148,-171,-174,1111,5
4563,2,5461,4714,-4714,-5461,5487,4810,-4708,-5512,168,148,-171,-174,1111,5
4573,2,5461,4714,-4714,-5461,5559,4773,-4864,-5643,168,148,-171,-174,1111,5
4583,2,5461,4714,-4714,-5461,5677,4656,-4803,-5676,168,148,-171,-174,1111,5
4593,2,5461,4714,-4714,-5461,14400,4202,-4892,-5661,168,148,-171,-174,1111,5
4603,2,5461,4714,-4714,-5461,2843,4315,-4833,-5602,168,148,-171,-174,1111,5
4613,2,5461,4714,-4714,-5461,3188,4681,-5035,-5351,168,148,-171,-174,1111,5
4623,2,5461,4714,-4714,-5461,4129,4771,-5033,-5410,168,148,-171,-174,1111,5
4633,2,5461,4714,-4714,-5461,4815,4775,-4715,-5311,168,148,-171,-174,1111,5
4643,2,5461,4714,-4714,-5461,5043,4790,-4586,-5259,168,148,-171,-174,1111,5
4653,2,5461,4714,-4714,-5461,5221,4845,-4528,-5293,168,148,-171,-174,1111,5
4663,2,5461,4714,-4714,-5461,5387,4523,-4439,-5334,168,148,-171,-174,1111,5
4673,2,5461,4714,-4714,-5461,5577,4867,-4449,-5462,168,148,-171,-174,1111,5
4683,2,5461,4714,-4714,-5461,5581,4864,-4452,-5591,168,148,-171,-174,1111,5
4693,2,5461,4714,-4714,-5461,5428,4801,-4602,-5574,168,148,-171,-174,1111,5
4703,2,5461,4714,-4714,-5461,5509,4818,-4777,-5651,168,148,-171,-174,1111,5
4713,2,5461,4714,-4714,-5461,5271,4765,-4728,-5705,168,148,-171,-174,1111,5
4723,2,5461,4714,-4714,-5461,5203,4290,-4828,-5378,168,148,-171,-174,1111,5
4733,2,5461,4714,-4714,-5461,5380,4327,-4827,-5378,168,148,-171,-174,1111,5
4743,2,5461,4714,-4714,-5461,5437,4591,-4942,-5298,168,148,-171,-174,1111,5
4753,2,5461,4714,-4714,-5461,5518,4634,-4987,-5265,168,148,-171,-174,1111,5
4763,2,5461,4714,-4714,-5461,5601,4734,-4662,-5230,168,148,-171,-174,1111,5
4773,2,5461,4714,-4714,-5461,5446,4746,-4712,-5269,168,148,-171,-174,1111,5
4783,2,5461,4714,-4714,-5461,5573,4753,-4462,-5344,168,148,-171,-174,1111,5
4793,2,5461,4714,-4714,-5461,5539,4773,-4544,-5464,168,148,-171,-174,1111,5
4803,2,5461,4714,-4714,-5461,5607,4802,-4528,-5612,168,148,-171,-174,1111,5
4813,2,5461,4714,-4714,-5461,5455,4756,-4457,-5696,168,148,-171,-174,1111,5
4823,2,5461,4714,-4714,-5461,5571,4812,-4628,-5758,168,148,-171,-174,1111,5
4833,2,5461,4714,-4714,-5461,4980,4861,-4664,-5642,168,148,-171,-174,1111,5
4843,2,5461,4714,-4714,-5461,5177,4742,-4817,-5307,168,148,-171,-174,1111,5
4853,2,5461,4714,-4714,-5461,5437,4519,-4646,-5303,168,148,-171,-174,1111,5
4863,2,5461,4714,-4714,-5461,5465,4273,-4835,-5324,168,148,-171,-174,1111,5
4873,2,5461,4714,-4714,-5461,5416,4521,-4894,-5278,168,148,-171,-174,1111,5
4883,2,5461,4714,-4714,-5461,5373,4565,-4987,-5194,168,148,-171,-174,1111,5
4893,2,5461,4714,-4714,-5461,5453,4693,-4937,-5269,168,148,-171,-174,1111,5
4903,2,5461,4714,-4714,-5461,5569,4716,-4753,-5430,168,148,-171,-174,1111,5
4913,2,5461,4714,-4714,-5461,5649,4708,-4711,-5469,168,148,-171,-174,1111,5
4923,2,5461,4714,-4714,-5461,5376,4687,-4496,-5594,168,148,-171,-174,1111,5
4933,2,5461,4714,-4714,-5461,5486,4868,-4421,-5678,168,148,-171,-174,1111,5
4943,2,5461,4714,-4714,-5461,5502,4925,-4482,-5714,168,148,-171,-174,1111,5
4953,2,5461,4714,-4714,-5461,5121,4821,-4558,-5318,168,148,-171,-174,1111,5
4963,2,5461,4714,-4714,-5461,5291,4739,-4665,-5394,168,148,-171,-174,1111,5
4973,2,5461,4714,-4714,-5461,5471,4670,-4678,-5344,168,148,-171,-174,1111,5
4983,2,5461,4714,-4714,-5461,5536,4606,-4678,-5281,168,148,-171,-174,1111,5
4993,2,5461,4714,-4714,-5461,5477,4283,-4849,-5336,168,148,-171,-174,1111,5
5003,2,5461,4714,-4714,-5461,5541,4334,-4915,-5233,168,148,-171,-174,1111,5
5013,2,5461,4714,-4714,-5461,5553,4637,-5062,-5302,168,148,-171,-174,1111,5
5023,2,5461,4714,-4714,-5461,5527,4696,-5052,-5464,168,148,-171,-174,1111,5
5033,2,5461,4714,-4714,-5461,5551,4798,-4815,-5566,168,148,-171,-174,1111,5
5043,2,5461,4714,-4714,-5461,5478,4732,-4706,-5644,168,148,-171,-174,1111,5
5053,2,5461,4714,-4714,-5461,5506,4685,-4486,-5743,168,148,-171,-174,1111,5
5063,2,5461,4714,-4714,-5461,5350,4683,-4434,-5723,168,148,-171,-174,1111,5
5073,2,5461,4714,-4714,-5461,5125,4801,-4448,-5271,168,148,-171,-174,1111,5
5083,2,5461,4714,-4714,-5461,5369,4855,-4556,-5365,168,148,-171,-174,1111,5
5093,2,5461,4714,-4714,-5461,5456,4781,-4528,-5350,168,148,-171,-174,1111,5
5103,2,5461,4714,-4714,-5461,5446,4868,-4787,-5256,168,148,-171,-174,1111,5
5113,2,5461,4714,-4714,-5461,5450,4777,-4740,-5244,168,148,-171,-174,1111,5
5123,2,5461,4714,-4714,-5461,5446,4395,-4819,-5269,168,148,-171,-174,1111,5
5133,2,5461,4714,-4714,-5461,5562,4225,-4795,-5303,168,148,-171,-174,1111,5
5143,2,5461,4714,-4714,-5461,5698,4635,-4899,-5462,168,148,-171,-174,1111,5
5153,2,5461,4714,-4714,-5461,5443,4673,-5187,-5549,168,148,-171,-174,1111,5
5163,2,5461,4714,-4714,-5461,5377,4756,-4848,-5680,168,148,-171,-174,1111,5
5173,2,5461,4714,-4714,-5461,5430,4769,-4700,-5723,168,148,-171,-174,1111,5
5183,2,5461,4714,-4714,-5461,5134,4725,-4627,-5764,168,148,-171,-174,1111,5
5193,2,5461,4714,-4714,-5461,5321,4815,-4521,-5216,168,148,-171,-174,1111,5
5203,2,5461,4714,-4714,-5461,5421,4664,-4386,-5389,168,148,-171,-174,1111,5
5213,2,5461,4714,-4714,-5461,5460,4750,-4461,-5292,168,148,-171,-174,1111,5
5223,2,5461,4714,-4714,-5461,5471,4549,-4568,-5262,168,148,-171,-174,1111,5
5233,2,5461,4714,-4714,-5461,5571,4862,-4660,-5237,168,148,-171,-174,1111,5
5243,2,5461,4714,-4714,-5461,5624,4794,-4723,-5292,168,148,-171,-174,1111,5
5253,2,5461,4714,-4714,-5461,5581,4731,-4782,-5386,168,148,-171,-174,1111,5
5263,2,5461,4714,-4714,-5461,5621,3459,-4743,-5559,168,148,-171,-174,1111,5
5273,2,5461,4714,-4714,-5461,5507,5778,-4944,-5640,168,148,-171,-174,1111,5
5283,2,5461,4714,-4714,-5461,5369,4871,-4625,-5719,168,148,-171,-174,1111,5
5293,2,5461,4714,-4714,-5461,5308,4578,-5003,-5680,168,148,-171,-174,1111,5
5303,2,5461,4714,-4714,-5461,5241,4602,-4621,-5631,168,148,-171,-174,1111,5
5313,2,5461,4714,-4714,-5461,5410,4677,-4709,-5328,168,148,-171,-174,1111,5
5323,2,5461,4714,-4714,-5461,5457,4671,-4491,-5341,168,148,-171,-174,1111,5
5333,2,5461,4714,-4714,-5461,5525,4778,-4423,-5281,168,148,-171,-174,1111,5
5343,2,5461,4714,-4714,-5461,5399,4730,-4429,-5278,168,148,-171,-174,1111,5
5353,2,5461,4714,-4714,-5461,5506,4818,-4449,-5167,168,148,-171,-174,1111,5
5363,2,5461,4714,-4714,-5461,5862,4846,-4596,-5331,168,148,-171,-174,1111,5
5373,2,5461,4714,-4714,-5461,5453,4852,-4717,-5443,168,148,-171,-174,1111,5
5383,2,5461,4714,-4714,-5461,5416,4811,-4694,-5632,168,148,-171,-174,1111,5
5393,2,5461,4714,-4714,-5461,5430,4611,-4789,-5615,168,148,-171,-174,1111,5
5403,2,5461,4714,-4714,-5461,5312,4206,-4841,-5686,168,148,-171,-174,1111,5
5413,2,5461,4714,-4714,-5461,5215,4335,-4951,-5812,168,148,-171,-174,1111,5
5423,2,5461,4714,-4714,-5461,5240,4858,-5005,-5180,168,148,-171,-174,1111,5
5433,2,5461,4714,-4714,-5461,5425,4821,-4930,-5317,168,148,-171,-174,1111,5
5443,2,5461,4714,-4714,-5461,5543,4778,-4657,-5396,168,148,-171,-174,1111,5
5453,2,5461,4714,-4714,-5461,5543,4750,-4593,-5303,168,148,-171,-174,1111,5
5463,2,5461,4714,-4714,-5461,5468,4742,-4500,-5184,168,148,-171,-174,1111,5
5473,2,5461,4714,-4714,-5461,5539,4742,-4462,-5262,168,148,-171,-174,1111,5
5483,2,5461,4714,-4714,-5461,5615,4875,-4469,-5336,168,148,-171,-174,1111,5
5493,2,5461,4714,-4714,-5461,5482,4666,-4502,-5428,168,148,-171,-174,1111,5
5503,2,5461,4714,-4714,-5461,5446,4900,-4616,-5628,168,148,-171,-174,1111,5
5513,2,5461,4714,-4714,-5461,5524,4530,-4773,-5703,168,148,-171,-174,1111,5
5523,2,5461,4714,-4714,-5461,6464,4921,-4555,-5805,168,148,-171,-174,1111,5
5533,2,5461,4714,-4714,-5461,4630,4354,-4774,-5606,168,148,-171,-174,1111,5
5543,2,5461,4714,-4714,-5461,4731,4470,-4859,-5377,168,148,-171,-174,1111,5
